Feature,Low_Mean,Low_SD,Mod_Mean,Mod_SD,High_Mean,High_SD,p_L_vs_M,p_L_vs_H,p_M_vs_H
HRV_CMSEn,1.0612048000381726,0.30259448241329195,1.0470168061261789,0.3162915866365928,1.0395096333283387,0.3282590663551979,0.6997190672603474,0.4334188145717056,0.9044493748186175
HRV_RCMSEn,1.2874931121648898,0.3840778009936698,1.255502109512789,0.40118668998169094,1.251656162750636,0.4146711521256049,0.3265293038991013,0.24470016573960496,0.9838210708845916
HRV_CD,1.8355057713384653,0.2576669586582947,1.8002923393201067,0.3025468320686871,1.8330376037905136,0.2933716465091247,0.014088232652295418,0.9788978664009009,0.02480030734355987
HRV_HFD,1.7688269817073565,0.15042401342147366,1.77897542615197,0.14853952166520287,1.7736943046667073,0.15739511913422682,0.0983025355164221,0.5840237867241926,0.5310585524874492
HRV_KFD,2.8550815693928917,0.7760524544080972,2.8331733471087577,0.7442366914306884,2.888091158149021,0.7844415463340871,0.8179111747831874,0.6336034787663148,0.28402540859378755
HRV_LZC,0.9587397027635967,0.18624250479818985,0.9762168087683996,0.17161211483791972,0.9702645407831941,0.1767082726926955,0.0823267760071843,0.33510627505373014,0.7462823076966633
HRV_DFA_alpha2,,,,,,,,,
HRV_MFDFA_alpha2_Width,,,,,,,,,
HRV_MFDFA_alpha2_Peak,,,,,,,,,
HRV_MFDFA_alpha2_Mean,,,,,,,,,
HRV_MFDFA_alpha2_Max,,,,,,,,,
HRV_MFDFA_alpha2_Delta,,,,,,,,,
HRV_MFDFA_alpha2_Asymmetry,,,,,,,,,
HRV_MFDFA_alpha2_Fluctuation,,,,,,,,,
HRV_MFDFA_alpha2_Increment,,,,,,,,,
